ID Escola,ID Inep,Escola,DRE,Tipo de Ensino,Possui 3o Ano,Área Urbana,Categoria,SAEB 23 Taxa Participação,SAEB 23 Nota Média PT,SAEB 23 Nota Média Mat,SAESE 24 Proficiência PT,SAESE 24 Proficiência MAT,Participação Avaliação Diagnóstica,Rendimento Médio Língua Portuguesa Avaliação Diagnóstica,Rendimento Médio Matemática Avaliação Diagnóstica,Número de Alunos,Participação Avaliação Formativa,Rendimento LP Avaliação Formativa,Rendimento MAT Avaliação Formativa
14202558,28007166,CENTRO DE EXCELÊNCIA DOUTOR AUGUSTO CÉSAR LEITE,DRE03,Ensino Médio Integral,Sim,Urbana,Regular,"93,33%","275,37","272,72","279,6","279,3",96%,49%,40%,94,"92,3%","59,03%","59,0%"
14202502,28004809,CENTRO DE EXCELÊNCIA ABDIAS BEZERRA,DRE03,Ensino Médio Integral,Sim,Urbana,Regular,"100,00%","268,77","272,85","295,8",275,98%,62%,64%,152,"87,8%","67,59%","59,8%"
14202493,28006356,CENTRO DE EXCELÊNCIA MIGUEL DAS GRAÇAS,DRE03,Ensino Médio Parcial,Sim,Urbana,Regular,"81,25%","263,72","270,62","267,7","246,9",100%,42%,32%,117,"97,3%","54,63%","54,8%"
14202906,28014839,CENTRO DE EXCELÊNCIA CORONEL JOSÉ JOAQUIM BARBOSA,DRE04,Ensino Médio Integral,Sim,Urbana,Regular,"91,43%","250,4","253,54","250,8","235,5",84%,46%,54%,232,"80,5%","63,64%","60,3%"
14202495,28016300,CENTRO DE EXCELÊNCIA PROFESSORA MARIA CONCEIÇÃO DE SANTANA,DRE04,Ensino Médio Integral,Sim,Urbana,Regular,"93,85%","252,94","248,05","270,5","238,5",84%,41%,28%,146,"66,7%","40,56%","39,4%"
14202496,28029569,COLÉGIO ESTADUAL JOSÉ DE MATOS TELES,DRE04,Ensino Médio Parcial,Sim,Urbana,Regular,"86,96%","266,58","257,91","246,8","244,5",90%,44%,36%,278,"91,5%","53,36%","56,9%"
14202756,28035585,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL E PROFISSIONAL GOVERNADOR MARCELO DÉDA CHAGAS,DRE04,Ensino Profissional,Sim,Urbana,Regular,"64,00%",,,"248,8","245,2",92%,42%,47%,308,"89,9%","48,21%","56,1%"
14202820,28015983,COLÉGIO ESTADUAL JOSÉ AMARAL LEMOS,DRE04,Ensino Médio Parcial,Sim,Urbana,Regular,"87,02%","242,61","248,19","243,3","239,8",74%,38%,31%,310,"96,2%","49,83%","61,7%"
14202619,28014138,COLÉGIO ESTADUAL IRMÃ MARIA CLEMÊNCIA,DRE04,Ensino Médio Parcial,Sim,Urbana,Regular,"93,23%","250,34","249,25","260,2","245,6",83%,42%,36%,617,"88,4%","56,16%","56,2%"
14202795,28014146,CENTRO DE EXCELÊNCIA EDELZIO VIEIRA DE MELO,DRE04,Ensino Médio Parcial,Sim,Urbana,Regular,"81,73%","217,86","229,63","229,9","231,8",87%,30%,28%,436,"92,4%","41,14%","49,9%"
14202517,28014693,CENTRO DE EXCELÊNCIA DOUTOR JOÃO DE MELO PRADO,DRE04,Ensino Médio Integral,Sim,Urbana,Regular,"94,44%","237,47","231,56",253,"244,7",92%,51%,56%,157,"86,8%","31,34%","38,6%"
14202461,28016165,COLÉGIO ESTADUAL POETA JOSÉ SAMPAIO,DRE04,Ensino Médio Parcial,Sim,Urbana,Regular,"77,52%",,,"264,2","247,5",90%,45%,36%,273,"92,1%","52,17%","49,4%"
14202812,28016890,CENTRO DE EXCELÊNCIA LEANDRO MACIEL,DRE04,Ensino Médio Integral,Sim,Urbana,Regular,"98,41%","269,39","253,92","244,2",244,99%,46%,43%,288,"88,0%","68,69%","68,7%"
14202500,28014812,CENTRO DE EXCELÊNCIA DR EDELZIO VIEIRA DE MELO,DRE04,Ensino Médio Integral,Sim,Urbana,Regular,"92,86%","242,36","240,27","251,6","253,8",100%,47%,49%,175,"100,0%","52,53%","46,1%"
14202640,28015002,CENTRO DE EXCELÊNCIA SENADOR GONÇALO ROLLEMBERG,DRE04,Ensino Médio Integral,Sim,Urbana,Regular,"102,56%","289,07","285,44","278,6","253,4",93%,55%,43%,213,"91,1%","55,23%","66,0%"
14210621,28035690,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO PROFISSIONALIZANTE BERILA ALVES DE ALMEIDA,DRE05,Ensino Profissional,Sim,Rural,Regular,"94,87%","274,95","269,86","275,8","261,9",93%,55%,38%,229,"85,4%","52,14%","49,0%"
14202497,28006046,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL PROFESSOR FERNANDO AZEVEDO,DRE05,Ensino Médio Parcial,Sim,Urbana,Regular,"90,45%","247,9","250,93","268,1","258,9",94%,45%,47%,416,"97,5%","65,98%","63,1%"
14202527,28005201,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL NAÇÕES UNIDAS,DRE05,Ensino Médio Parcial,Sim,Urbana,Regular,"80,72%","256,42","254,57","239,8","240,3",91%,53%,59%,188,"60,0%","58,16%","60,8%"
14202737,28006330,COLÉGIO ESTADUAL GENERAL CALAZANS,DRE05,Ensino Médio Parcial,Sim,Urbana,Regular,"88,06%","266,06","253,53","249,8","245,8",87%,42%,47%,326,"91,2%","66,26%","56,8%"
14202638,28005163,COLÉGIO ESTADUAL FRANCISCO FIGUEIREDO,DRE05,Ensino Médio Parcial,Sim,Urbana,Regular,"92,31%","256,68","255,09","259,3","249,8",92%,43%,36%,577,"73,3%","40,34%","38,1%"
14202767,28000951,COLÉGIO ESTADUAL MANOEL ALCINO DO NASCIMENTO,DRE05,Ensino Médio Parcial,Sim,Urbana,Regular,"90,00%","248,65","249,12",237,"230,2",96%,34%,36%,192,"97,8%","43,18%","45,6%"
14202593,28001150,CENTRO DE EXCELÊNCIA MARIA DAS GRAÇAS MENEZES MOURA,DRE05,Ensino Médio Integral,Sim,Urbana,Regular,"82,05%","265,33","276,97","272,2","263,7",89%,53%,60%,148,"97,2%","55,88%","66,2%"
14202905,28000315,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL MARIA MONTESSORI,DRE05,Ensino Médio Integral,Sim,Urbana,Regular,"87,50%","231,93","237,79","227,6","235,9",80%,34%,41%,133,"80,0%","38,19%","55,4%"
14202549,28005651,CENTRO DE EXCELÊNCIA DE  EDUCAÇÃO EM TEMPO INTEGRAL  ALCEBÍADES PAES,DRE05,Ensino Médio Parcial,Sim,Urbana,Regular,"103,45%","277,4","263,84","251,5","239,2",100%,46%,40%,110,"100,0%","31,25%","43,4%"
14202547,28041801,CENTRO ESTADUAL DE EDUCAÇÃO PROFISSIONAL AGONALTO PACHECO SILVA,DRE06,Ensino Profissional,Sim,Urbana,Regular,"97,89%","267,84","275,45","246,2","254,2",91%,47%,41%,432,"93,0%","50,91%","52,6%"
14202529,28015622,CENTRO DE EXCELÊNCIA DR LEANDRO MACIEL,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"99,08%","246,64","248,17","228,9","233,6",93%,35%,36%,327,"99,0%","46,93%","56,1%"
14202736,28013972,COLÉGIO ESTADUAL PROFESSOR GOMES NETO,DRE06,Ensino Médio Parcial,Sim,Rural,Regular,"38,71%",,,"269,5","250,7",100%,48%,51%,56,"100,0%","61,46%","50,5%"
14202581,28005848,COLÉGIO ESTADUAL ALMIRANTE BARROSO,DRE06,Ensino Médio Parcial,Sim,Urbana,Regular,"95,45%","249,67","247,57","263,9","244,1",84%,40%,36%,433,"85,5%","58,02%","58,3%"
14202628,28013980,COLÉGIO ESTADUAL JOSÉ GUIMARÃES LIMA,DRE06,Ensino Médio Parcial,Sim,Urbana,Regular,"95,00%",271,"273,36","246,1","249,3",73%,39%,68%,134,"100,0%","62,39%","71,8%"
14202611,28012631,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL MANOEL JOAQUIM DE OLIVEIRA CAMPOS,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"89,47%","270,71","251,6","226,6","238,6",96%,55%,64%,87,"100,0%","74,67%","80,0%"
14202636,28013158,COLÉGIO ESTADUAL PROFESSOR  ANTÔNIO CALIXTO DE FIGUEIREDO CRUZ,DRE06,Ensino Profissional,Sim,Rural,Regular,"104,35%","246,17","252,18",,,94%,31%,26%,83,"93,8%","40,00%","35,3%"
14202741,28013719,CENTRO DE EXCELÊNCIA JOANA DE FREITAS BARBOSA,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"90,91%","273,18","274,11","252,3","241,7",97%,41%,31%,166,"100,0%","55,26%","41,0%"
14202513,28005759,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO  EM TEMPO INTEGRAL EMILIANO GUIMARÃES,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"78,57%",,,"259,8","246,3",71%,59%,60%,84,"74,3%","50,00%","55,4%"
14202600,28015479,COLÉGIO ESTADUAL PROFESSORA ROBERTA RAMALHO DE SOUZA,DRE06,Ensino Profissional,Sim,Rural,Regular,"68,42%",,,"245,9","237,1",83%,35%,32%,65,"100,0%","43,63%","30,6%"
14202823,28013700,COLÉGIO ESTADUAL CORONEL JOÃO FERNANDES DE BRITO,DRE06,Ensino Médio Parcial,Sim,Urbana,Regular,"90,37%","241,66","245,61","239,4","227,2",88%,41%,37%,462,"93,4%","34,65%","38,1%"
14202760,28013921,CENTRO DE EXCELÊNCIA ANTÔNIO MATHIAS BARROSO,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"94,44%","250,33","247,7","249,5",230,94%,28%,24%,118,"97,1%","50,76%","82,8%"
14202915,28015355,CENTRO DE EXCELÊNCIA JOSINO MENEZES,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"96,77%","262,77","257,89","235,7","229,3",77%,43%,35%,199,"96,8%","63,19%","49,3%"
14202469,28013093,CENTRO DE EXCELÊNCIA DOUTOR JESSÉ TRINDADE,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"97,56%","251,37","253,78",238,231,96%,40%,55%,207,"100,0%","64,67%","67,0%"
14202583,28013247,COLÉGIO ESTADUAL CALDAS JÚNIOR,DRE06,Ensino Médio Parcial,Sim,Urbana,Regular,"100,00%","248,05","250,83","260,3","246,4",77%,50%,45%,299,"84,8%","66,67%","63,7%"
14202572,28032195,COLÉGIO ESTADUAL PROFESSORA MARIA VIEIRA DA SILVA SANTOS,DRE06,Ensino Médio Parcial,Sim,Rural,Regular,"60,71%",,,"253,4","236,7",96%,45%,25%,72,"100,0%","40,63%","45,7%"
14202765,28015762,COLÉGIO ESTADUAL NOSSA SENHORA SANTANA,DRE06,Ensino Médio Parcial,Sim,Rural,Área de Assentamento,"64,00%",,,"225,2","221,6",89%,29%,20%,127,"97,1%","33,09%","36,4%"
14202810,28016106,CENTRO EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL JOÃO DIAS GUIMARÃES,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"80,00%","263,37","263,32",264,"259,3",96%,42%,32%,83,"100,0%","45,00%","42,0%"
14202609,28012720,CENTRO DE EXCELÊNCIA DR LUIZ GARCIA,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"91,67%","251,53","249,32","240,1",237,71%,29%,42%,155,"89,8%","59,52%","58,3%"
14202791,28012739,COLEGIO ESTADUAL QUILOMBOLA 03 DE MAIO,DRE06,Ensino Médio Parcial,Sim,Rural,Comunidade Quilombola,"100,00%","234,68","238,87","254,7","238,1",92%,33%,23%,146,"96,0%","37,67%","38,1%"
14202481,28015444,COLÉGIO ESTADUAL OTÁVIO BEZERRA,DRE06,Ensino Médio Parcial,Sim,Rural,Comunidade Quilombola,,,,"217,7","228,3",100%,36%,28%,39,"90,0%","50,93%","31,5%"
14202909,28013298,CENTRO DE EXCELÊNCIA MARECHAL PEREIRA LOBO,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"93,02%","258,35","253,6","274,5","263,1",93%,57%,50%,85,"88,9%","47,92%","44,9%"
14202580,28013018,CENTRO DE EXCELÊNCIA MANUEL DANTAS,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"90,57%","265,99","260,91","268,6","240,5",85%,60%,46%,195,"97,8%","73,89%","68,4%"
14202550,28012836,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL SÃO FRANCISCO DE ASSIS,DRE06,Ensino Médio Integral,Sim,Urbana,Regular,"89,19%","254,65","252,47","261,7","243,8",100%,45%,37%,131,"100,0%","49,29%","50,7%"
14202649,28026268,ESCOLA FAMILIA AGRÍCOLA DE LADEIRINHAS,DRE06,Ensino Profissional,Sim,Rural,Área de Assentamento,,,,"263,3",251,85%,47%,46%,52,"92,3%","47,22%","43,8%"
14202537,28013310,COLÉGIO ESTADUAL GOVERNADOR GERAL MANOEL DE MIRANDA,DRE06,Ensino Médio Parcial,Sim,Rural,Povos e Comunidades Tradicionais,"65,22%",,,"240,4","235,1",100%,34%,27%,73,"100,0%","50,00%","51,3%"
14202818,28013620,CENTRO DE EXCELÊNCIA ALMIRANTE TAMANDARÉ,DRE07,Ensino Médio Integral,Sim,Urbana,Regular,"100,00%","270,67","264,16",263,"254,8",97%,39%,48%,213,"95,4%","42,88%","34,1%"
14202584,28003047,COLÉGIO ESTADUAL PEDRO ALVES DE SOUZA,DRE07,Ensino Médio Parcial,Sim,Rural,Regular,"87,04%","230,5","243,06","233,4",244,99%,40%,42%,266,"98,7%","53,83%","55,1%"
14202785,28033884,COLEGIO ESTADUAL PROFESSORA CLEMÊNCIA ALVES DA SILVA,DRE07,Ensino Médio Parcial,Sim,Rural,Regular,"100,00%","259,05","249,65","276,7","253,8",93%,54%,63%,105,"86,2%","50,33%","71,0%"
14202528,28000897,CENTRO DE EXCELÊNCIA NELSON REZENDE DE ALBUQUERQUE,DRE07,Ensino Médio Integral,Sim,Rural,Regular,"92,31%","254,85","257,5","266,2","265,3",78%,37%,44%,128,"96,3%","48,08%","56,6%"
14202484,28003071,COLÉGIO ESTADUAL CEL MAYNARD GOMES,DRE07,Ensino Médio Parcial,Sim,Urbana,Regular,"96,15%","250,55",252,"245,9","235,2",78%,36%,32%,218,"28,8%","30,16%","22,5%"
14202456,28003055,CENTRO DE EXCELÊNCIA QUILOMBOLA 27 DE MAIO,DRE07,Ensino Médio Integral,Sim,Rural,Comunidade Quilombola,"87,50%","247,68","253,16","242,3","228,2",96%,25%,29%,69,"87,0%","55,00%","62,9%"
14202637,28027736,COLÉGIO ESTADUAL PROFESSOR JOSÉ AUGUSTO DA ROCHA LIMA,DRE07,Ensino Médio Parcial,Sim,Urbana,Regular,"90,16%","264,94","257,95","260,3","249,6",88%,37%,36%,195,"91,4%","44,97%","58,7%"
14202814,28026705,CENTRO DE EXCELÊNCIA GOVERNADOR LOURIVAL BAPTISTA,DRE07,Ensino Médio Integral,Sim,Urbana,Regular,"94,95%","256,8","267,18","249,9","254,9",65%,47%,47%,250,"70,8%","56,37%","53,1%"
14202783,28013514,COLÉGIO ESTADUAL MONSENHOR FERNANDO GRAÇA LEITE,DRE07,Ensino Médio Parcial,Sim,Rural,Regular,"90,00%","255,94","267,67","252,3",253,100%,36%,44%,52,"100,0%","35,53%","59,6%"
14202750,28026543,COLÉGIO ESTADUAL PROFESSORA MARIA ZENITE DOS SANTOS,DRE07,Ensino Médio Parcial,Sim,Rural,Regular,"95,45%","242,83","255,41","237,6","232,9",95%,34%,29%,61,"95,0%","44,74%","53,9%"
14202759,28003535,COLÉGIO INDÍGENA ESTADUAL DOM JOSÉ BRANDÃO DE CASTRO,DRE07,Ensino Médio Parcial,Sim,Rural,Terra Indígena,,,,,,100%,30%,47%,19,"100,0%","65,48%","36,9%"
14202805,28016319,COLÉGIO ESTADUAL PROFESSORA ZIZINHA GUIMARAES,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"87,45%","241,79","249,63",248,"247,1",99%,41%,43%,545,"98,0%","46,09%","49,8%"
14202733,28020421,COLEGIO ESTADUAL PROFESSOR JOSE BARRETO FONTES,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"85,14%","244,44","248,09","240,1","231,4",89%,45%,45%,258,"82,1%","55,91%","53,9%"
14202900,28032640,CENTRO DE EXCELENCIA PROFESSOR HAMILTON ALVES ROCHA,DRE08,Ensino Médio Integral,Sim,Urbana,Regular,"98,51%","284,95","267,21","275,2","263,6",100%,51%,47%,319,"100,0%","57,54%","61,9%"
14202585,28028317,COLÉGIO ESTADUAL HELIO WANDERLEY SOBRAL CARVALHO,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"90,91%","260,2","250,72","247,1","234,9",92%,37%,34%,621,"85,0%","31,19%","34,6%"
14202645,28020308,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL DR CARLOS FIRPO,DRE08,Ensino Médio Integral,Sim,Urbana,Regular,"66,49%",,,"263,2","244,6",100%,41%,32%,405,"91,4%","55,63%","50,5%"
14202514,28028384,CENTRO DE EXECELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL PROFESSORA MARIA DE LOURDES GOIS,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"88,55%","242,37","232,55","240,8","234,6",77%,41%,38%,403,"89,6%","54,24%","68,4%"
14202509,28021215,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL SENADOR PAULO SARASATE,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,,,,,,94%,43%,38%,303,"92,7%","47,97%","47,2%"
14202511,28016971,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL PROFESSOR ROGACIANO MAGNO LEÃO BRASIL,DRE08,Ensino Médio Integral,Sim,Urbana,Regular,"86,03%","253,07","249,47",252,"238,9",86%,33%,24%,356,"91,2%","32,37%","30,7%"
14202574,28020480,COLEGIO ESTADUAL PRESIDENTE JUSCELINO KUBITSCHEK,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"91,15%","255,31","245,57","254,7","240,4",77%,34%,27%,696,"91,9%","41,33%","41,6%"
14202634,28020456,COLEGIO ESTADUAL PROFESSOR ANTONIO FONTES FREITAS,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"78,40%",,,248,"240,3",89%,38%,26%,615,"84,9%","39,16%","31,8%"
14202825,28021045,COLEGIO ESTADUAL DEPUTADO ELISIO CARMELO,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"93,23%","243,54","243,53","271,3","255,3",91%,36%,29%,479,"95,7%","47,93%","38,0%"
14202633,28021223,COLÉGIO ESTADUAL PADRE GASPAR LOURENCO,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"90,48%","258,82","240,97","239,8","228,9",100%,45%,36%,291,"98,7%","43,08%","48,6%"
14202499,28029275,COLÉGIO ESTADUAL FELIPE TIAGO GOMES,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"91,30%","231,83","231,56","241,6","231,6",76%,29%,26%,274,"84,9%","47,31%","52,4%"
14202901,28020766,COLÉGIO ESTADUAL JOÃO BATISTA NASCIMENTO,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"97,30%","261,16","252,25",271,"248,9",93%,43%,29%,455,"95,0%","65,18%","65,7%"
14202618,28025733,COLÉGIO ESTADUAL PEDRO ALMEIDA VALADARES,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,,,,"244,3","242,8",99%,42%,34%,332,"96,1%","40,28%","48,0%"
14202548,28036069,CENTRO DE EXCELÊNCIA EDUCAÇÃO PROFISSIONALIZANTE PROFESSORA NEUZICE BARRETO,DRE08,Ensino Profissional,Sim,Urbana,Regular,"99,05%","276,82","268,61","270,8","265,6",99%,48%,35%,471,"100,0%","62,86%","54,8%"
14202739,28021177,COLÉGIO ESTADUAL ARMINDO GUARANÁ,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"99,24%","234,71","248,4","253,8","239,7",67%,43%,37%,622,"91,9%","59,39%","53,3%"
14202779,28035631,CENTRO DE EXCELÊNCIA EDUCAÇÃO PROFISSIONAL GOVERNADOR SEIXAS DÓRIA,DRE08,Ensino Profissional,Sim,Urbana,Regular,"97,73%","275,59","269,28","271,7","254,2",99%,50%,28%,281,"97,5%","61,80%","44,3%"
14202590,28021142,COLÉGIO ESTADUAL PROFESSORA GLORITA PORTUGAL,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"88,81%","264,41","255,03","277,7","256,3",96%,44%,44%,352,"93,0%","48,66%","38,3%"
14202776,28025423,CENTRO DE EXCELÊNCIA FELISBELLO FREIRE,DRE08,Ensino Médio Integral,Sim,Urbana,Regular,"94,12%","272,22","255,51",259,"246,2",94%,41%,30%,163,"92,1%","49,71%","42,4%"
14202591,28026853,CENTRO DE EXCELÊNCIA GILBERTO FREIRE,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"103,48%","253,14","250,2","261,6","243,7",87%,37%,27%,427,"89,8%","40,22%","31,5%"
14202629,28032306,CENTRO DE EXCELÊNCIA DEPUTADO JONAS AMARAL,DRE08,Ensino Médio Integral,Sim,Urbana,Regular,"95,19%","279,38","263,37","280,4","257,3",98%,46%,37%,418,"97,6%","65,63%","64,6%"
14202800,28020340,COLÉGIO ESTADUAL PROFESSOR JOSE FRANKLIN,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,,,,,,83%,43%,42%,270,"83,1%","60,74%","49,9%"
14202914,28020502,COLÉGIO ESTADUAL FREI INOCENCIO,DRE08,Ensino Profissional,Sim,Urbana,Regular,"97,30%","254,39","242,78","265,5",238,93%,42%,27%,152,"100,0%","55,00%","53,4%"
14202809,28020529,CENTRO DE EXCELÊNCIA POETA JOSÉ SAMPAIO,DRE08,Ensino Médio Integral,Sim,Urbana,Regular,"94,87%","258,24","252,08","267,7","248,9",94%,38%,41%,181,"94,1%","42,19%","46,5%"
14202525,28020464,COLÉGIO ESTADUAL ALFREDO MONTES,DRE08,Ensino Profissional,Sim,Urbana,Regular,"100,00%","261,11","248,78","267,1","243,9",86%,39%,28%,264,"93,6%","51,31%","46,9%"
14202646,28016637,CENTRO DE EXCELÊNCIA DR ALCIDES PEREIRA,DRE08,Ensino Médio Integral,Sim,Urbana,Regular,"94,52%","248,94","231,65","240,7","237,2",99%,52%,45%,282,"98,8%","66,46%","87,3%"
14202635,28020448,COLEGIO ESTADUAL PROF LEAO MAGNO BRASIL,DRE08,Ensino Médio Parcial,Sim,Urbana,Regular,"90,24%","237,45","248,47","229,7","224,7",90%,36%,28%,457,"86,1%","32,33%","32,8%"
14202615,28027434,COLÉGIO ESTADUAL DELMIRO DE MIRANDA BRITTO,DRE09,Ensino Médio Parcial,Sim,Urbana,Regular,"92,78%","252,96","252,17",254,"244,1",64%,40%,31%,774,"81,6%","47,80%","48,8%"
14202817,28033086,CENTRO DE EXCELÊNCIA DE EDUCAÇÃO EM TEMPO INTEGRAL E PROFISSIONAL DOM JOSE BRANDÃO DE CASTRO,DRE09,Ensino Profissional,Sim,Rural,Área de Assentamento,"86,36%","261,95","248,16","251,8","226,8",97%,46%,45%,99,"100,0%","57,87%","56,3%"
14202648,28001699,CENTRO DE EXCELÊNCIA MANOEL MESSIAS FEITOSA,DRE09,Ensino Médio Integral,Sim,Urbana,Regular,"63,54%",,,"273,4","270,6",73%,65%,57%,482,"69,1%","67,38%","64,2%"
14202586,28000013,CENTRO DE EXCELÊNCIA DOM JUVÊNCIO DE BRITTO,DRE09,Ensino Médio Integral,Sim,Urbana,Regular,"88,62%","266,49","265,67","290,5","278,6",100%,71%,58%,336,"99,0%","78,21%","65,8%"
14202608,28002245,COLÉGIO ESTADUAL PROFESSOR JUSTINIANO DE MELO E SILVA,DRE09,Ensino Médio Parcial,Sim,Urbana,Regular,"89,26%","239,26","241,03","252,4","238,9",87%,39%,32%,456,"93,1%","39,29%","41,5%"
14202803,28001400,CENTRO DE EXCELÊNCIA 28 DE JANEIRO,DRE09,Ensino Médio Integral,Sim,Urbana,Regular,"91,41%","258,64","262,9","252,9","257,2",48%,42%,43%,584,"79,6%","50,58%","49,8%"
14202775,28032730,CENTRO DE EXCELÊNCIA PROFESSORA NOÊMIA DE SOUZA,DRE09,Ensino Médio Integral,Sim,Rural,Regular,"97,33%","258,55","261,27","259,8","253,8",98%,40%,31%,249,"96,9%","56,56%","64,6%"
14202793,28001680,COLÉGIO ESTADUAL CÍCERO BEZERRA,DRE09,Ensino Médio Parcial,Sim,Urbana,Regular,"86,38%","259,92","262,15","261,7","259,6",76%,42%,39%,1.238,"88,1%","55,48%","55,0%"
14202826,28002261,COLÉGIO ESTADUAL PROFESSOR JOSÉ ARIBALDO DE CAMPOS LIMA,DRE09,Ensino Profissional,Sim,Urbana,Regular,"72,97%",,,"244,2","229,3",91%,42%,30%,160,"82,6%","49,12%","49,6%"